384plate	384well	96plate	96well	POOLID	siRNAIDs	OriginalGeneTarget	OriginalGeneIDTarget	OriginalRefSeqTarget	OriginalLocusLinkTarget	CalculatedGeneTarget	CalculatedGeneIDTarget	CalculatedRefSeqTarget	CalculatedRefSeqHits
49	C14	106	B07	M-019149-00	D-019149-01&D-019149-02&D-019149-03&D-019149-04	C14ORF29	145447	NM_181533	32451491	ABHD12B	145447	NM_181533+NM_181814	4+4
49	C15	105	B08	M-013180-00	D-013180-01&D-013180-02&D-013180-03&D-013180-04	ASB12	142689	NM_130388	22208954	ASB12	142689	NM_130388	4
49	C16	106	B08	M-008320-00	D-008320-01&D-008320-02&D-008320-03&D-008320-04	ZADH1	145482	NM_152444	22748928	ZADH1	145482	NM_152444	4
49	C17	105	B09	M-029647-00	D-029647-01&D-029647-02&D-029647-03&D-029647-04	C10ORF129	142827	NM_207321	46409283	C10orf129	142827	NM_207321	4
49	C18	106	B09	M-016298-00	D-016298-01&D-016298-02&D-016298-03&D-016298-04	C14ORF44	145483	NM_152445	22748942	C14orf44	145483	NM_152445	4
49	C19	105	B10	M-015900-00	D-015900-01&D-015900-02&D-015900-03&D-015900-04	SAMD8	142891	NM_144660	21389544	SAMD8	142891	NM_144660	4
49	C20	106	B10	M-019320-00	D-019320-01&D-019320-02&D-019320-03&D-019320-04	LOC145497	145497	NM_194287	34916009	C14orf166B	145497	NM_001081002	4
49	C21	105	B11	M-015476-00	D-015476-01&D-015476-02&D-015476-03&D-015476-04	CFLP1	142913	NM_152427	22748900	NA	NA	NA	NA
49	C22	106	B11	M-018971-00	D-018971-01&D-018971-02&D-018971-03&D-018971-04	THSD3	145501	NM_199265	40805855	THSD3	145501	NM_182509+NM_199265+NM_199296	4+4+4
49	C23	105	B12	M-016391-00	D-016391-01&D-016391-02&D-016391-03&D-016391-04	TRUB1	142940	NM_139169	34303921	TRUB1	142940	NM_139169	4
49	C24	106	B12	M-019407-00	D-019407-01&D-019407-02&D-019407-03&D-019407-04	MGC5987	145553	NM_138476	33457310	MDP-1	145553	NM_138476	4
49	D01	107	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	D02	108	B01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	D03	107	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	D04	108	B02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	D05	107	B03	M-016420-00	D-016420-01&D-016420-02&D-016420-03&D-016420-04	EME1	146956	NM_152463	22748968	EME1	146956	NM_152463	4
49	D06	108	B03	M-015709-00	D-015709-01&D-015709-02&D-015709-03&D-015709-04	FLJ32421	148362	NM_144695	21389600	C1orf58	148362	NM_144695	4
49	D07	107	B04	M-030945-00	D-030945-01&D-030945-02&D-030945-03&D-030945-04	LOC147004	147004	XM_378667	42661251	NA	NA	NA	NA
49	D08	108	B04	M-016711-00	D-016711-01&D-016711-02&D-016711-03&D-016711-04	MGC45873	148398	NM_152486	22749012	SAMD11	148398	NM_152486	4
49	D09	107	B05	M-016421-00	D-016421-01&D-016421-02&D-016421-03&D-016421-04	C17ORF32	147007	NM_152464	22748978	TMEM199	147007	NM_152464	4
49	D10	108	B05	M-027670-00	D-027670-01&D-027670-02&D-027670-03&D-027670-04	LOC148413	148413	XM_378823	42656053	LOC148413&LOC642393	LOC148413&LOC642393	XR_040144+XR_040143+XR_040142&XM_001724427+XM_001724428+XM_001724426+XM_001724433	4+4+4&2+1+0+0
49	D11	107	B06	M-016422-00	D-016422-01&D-016422-02&D-016422-03&D-016422-04	PROCA1	147011	NM_152465	22748972	PROCA1	147011	NM_152465	4
49	D12	108	B06	M-021615-00	D-021615-01&D-021615-02&D-021615-03&D-021615-04	LOC148418	148418	XM_086188	42655651	SAMD13	148418	NM_001010971	4
49	D13	107	B07	M-008777-00	D-008777-01&D-008777-02&D-008777-03&D-008777-04	MGC23280	147015	NM_144683	34147700	DHRS13	147015	NM_144683	4
49	D14	108	B07	M-021428-00	D-021428-01&D-021428-02&D-021428-03&D-021428-04	GM117	148423	NM_198077	37620205	C1orf52	148423	NM_198077	4
49	D15	107	B08	M-023046-00	D-023046-01&D-023046-02&D-023046-03&D-023046-04	KCTD11	147040	XM_085689	42661082	KCTD11	147040	NM_001002914	4
49	D16	108	B08	M-016306-00	D-016306-01&D-016306-02&D-016306-03&D-016306-04	PHF13	148479	NM_153812	24432092	PHF13	148479	NM_153812	4
49	D17	107	B09	M-030899-00	D-030899-01&D-030899-02&D-030899-03&D-030899-04	LOC147080	147080	XM_378680	42661175	NA	NA	NA	NA
49	D18	108	B09	M-018742-00	D-018742-01&D-018742-02&D-018742-03&D-018742-04	C1ORF51	148523	NM_144697	31543068	C1orf51	148523	NM_144697	4
49	D19	107	B10	M-016423-00	D-016423-01&D-016423-02&D-016423-03&D-016423-04	FLJ25168	147081	NM_152466	22748982	C17orf69	C17orf69	XR_040436+XR_040437+XR_040438	4+4+4
49	D20	108	B10	M-016712-00	D-016712-01&D-016712-02&D-016712-03&D-016712-04	FLJ31842	148534	NM_152487	22749022	TMEM56	148534	NM_152487	4
49	D21	107	B11	M-030882-00	D-030882-01&D-030882-02&D-030882-03&D-030882-04	LOC147093	147093	XM_378675	42661153	NA	NA	NA	NA
49	D22	108	B11	M-016713-00	D-016713-01&D-016713-02&D-016713-03&D-016713-04	FLJ32833	148545	NM_152488	22749016	NBPF4&NBPF6&NBPF5	NBPF4&653149&NBPF5	XR_040171&XM_926213&XM_001714472	4&4&4
49	D23	107	B12	M-018341-00	D-018341-01&D-018341-02&D-018341-03&D-018341-04	LOC147111	147111	NM_178493	40255213	NOTUM&LOC388444	147111&388444	NM_178493&XM_371097	4&3
49	D24	108	B12	M-008998-00	D-008998-01&D-008998-02&D-008998-03&D-008998-04	UBE2U	148581	NM_152489	22749026	UBE2U	148581	NM_152489	4
49	E01	105	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	E02	106	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	E03	105	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	E04	106	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	E05	105	C03	M-008487-00	D-008487-01&D-008487-02&D-008487-03&D-008487-04	MPP7	143098	NM_173496	34222227	MPP7	143098	NM_173496	4
49	E06	106	C03	M-021990-00	D-021990-01&D-021990-02&D-021990-03&D-021990-04	TTC7B	145567	XM_085175	42660338	TTC7B	145567	NM_001010854	4
49	E07	105	C04	M-015451-00	D-015451-01&D-015451-02&D-015451-03&D-015451-04	FLJ31958	143153	NM_153030	23308508	NA	NA	NA	NA
49	E08	106	C04	M-018762-00	D-018762-01&D-018762-02&D-018762-03&D-018762-04	LRFN5	145581	NM_152447	31542243	LRFN5	145581	NM_152447	4
49	E09	105	C05	M-008854-00	D-008854-01&D-008854-02&D-008854-03&D-008854-04	FRMPD2	143162	NM_152428	40255112	FRMPD2&FRMPD2L1&FRMPD2L2&FRMPD2	143162&728798&728603&FRMPD2	NM_001017929+NM_152428+NM_001018071+NM_001042512&NM_001042525+NM_001042524&NM_001042515+NM_001042516&XM_001714969+XM_001714608	4+4+4+4&4+4&4+4&3+2
49	E10	106	C05	M-016753-00	D-016753-01&D-016753-02&D-016753-03&D-016753-04	MGC33951	145645	NM_152448	22748940	C15orf43	145645	NM_152448	4
49	E11	105	C06	M-016716-00	D-016716-01&D-016716-02&D-016716-03&D-016716-04	VTI1A	143187	NM_145206	21624647	VTI1A	143187	NM_145206	4
49	E12	106	C06	M-032034-00	D-032034-01&D-032034-02&D-032034-03&D-032034-04	LOC145741	145741	NM_207322	46409285	FAM148A	145741	NM_207322	4
49	E13	105	C07	M-029659-00	D-029659-01&D-029659-02&D-029659-03&D-029659-04	LOC143188	143188	XM_378251	42659381	LOC143188&LOC143188	LOC143188&143188	XR_041028&XR_017700+XR_017867	4&4+4
49	E14	106	C07	M-016597-00	D-016597-01&D-016597-02&D-016597-03&D-016597-04	FLJ33008	145748	NM_152449	40288200	LYSMD4	145748	NM_152449	4
49	E15	105	C08	M-016591-00	D-016591-01&D-016591-02&D-016591-03&D-016591-04	LOC143241	143241	NM_138812	20270376	DYDC1	143241	NM_138812	4
49	E16	106	C08	M-030516-00	D-030516-01&D-030516-02&D-030516-03&D-030516-04	LOC145757	145757	XM_378550	42660602	LOC145757	LOC145757	XR_040807+XR_040808+XR_040806	4+1+1
49	E17	105	C09	M-007198-00	D-007198-01&D-007198-02&D-007198-03&D-007198-04	HECTD2	143279	NM_173497	27735098	HECTD2	143279	NM_173497+NM_182765	4+4
49	E18	106	C09	M-016386-00	D-016386-01&D-016386-02&D-016386-03&D-016386-04	MGC26690	145773	NM_152450	22748944	FAM81A	145773	NM_152450	4
49	E19	105	C10	M-018330-00	D-018330-01&D-018330-02&D-018330-03&D-018330-04	C10ORF13	143282	NM_152429	31377576	FGFBP3	143282	NM_152429	4
49	E20	106	C10	M-016361-00	D-016361-01&D-016361-02&D-016361-03&D-016361-04	GUP1	145781	NM_152451	22748954	Gcom1	145781	NM_001018100+NM_152451+NM_001018091+NM_001018090	4+4+2+2
49	E21	105	C11	M-015704-00	D-015704-01&D-015704-02&D-015704-03&D-015704-04	C10ORF82	143379	NM_144661	34222170	C10orf82	143379	NM_144661	4
49	E22	106	C11	M-022251-00	D-022251-01&D-022251-02&D-022251-03&D-022251-04	LOC145783	145783	XM_085231	42660459	NA	NA	NA	NA
49	E23	105	C12	M-016305-00	D-016305-01&D-016305-02&D-016305-03&D-016305-04	C10ORF46	143384	NM_153810	34222217	C10orf46	143384	NM_153810	4
49	E24	106	C12	M-022244-00	D-022244-01&D-022244-02&D-022244-03&D-022244-04	UNC13C	145790	XM_085234	42660456	UNC13C	440279	NM_001080534	4
49	F01	107	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	F02	108	C01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	F03	107	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	F04	108	C02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	F05	107	C03	M-023295-00	D-023295-01&D-023295-02&D-023295-03&D-023295-04	DKFZP667M2411	147172	NM_207323	46409287	LRRC37B2&LRRC37B	LRRC37B2&114659	XR_040943+XR_040942&NM_052888	4+4&1
49	F06	108	C03	M-018534-00	D-018534-01&D-018534-02&D-018534-03&D-018534-04	SLC35F3	148641	NM_173508	27735126	SLC35F3	148641	NM_173508	4
49	F07	107	C04	M-017591-00	D-017591-01&D-017591-02&D-017591-03&D-017591-04	WIRE	147179	NM_133264	23199980	WIPF2	147179	NM_133264	4
49	F08	108	C04	M-015655-00	D-015655-01&D-015655-02&D-015655-03&D-015655-04	MGC40168	148645	NM_153709	24308423	C1orf211	C1orf211	XR_040930+XR_040929+XR_040931	4+4+4
49	F09	107	C05	M-018766-00	D-018766-01&D-018766-02&D-018766-03&D-018766-04	KRT25A	147183	NM_181534	31581553	KRT25	147183	NM_181534	4
49	F10	108	C05	M-018535-00	D-018535-01&D-018535-02&D-018535-03&D-018535-04	FLJ32096	148646	NM_173795	31341099	RNF207	388591	NM_207396	4
49	F11	107	C06	M-015962-00	D-015962-01&D-015962-02&D-015962-03&D-015962-04	MGC21518	147184	NM_145274	21687219	TMEM99	147184	NM_145274	4
49	F12	108	C06	M-018751-00	D-018751-01&D-018751-02&D-018751-03&D-018751-04	HFE2	148738	NM_145277	31543069	HFE2	148738	NM_145277+NM_213653+NM_202004+NM_213652	4+4+2+2
49	F13	107	C07	M-015629-00	D-015629-01&D-015629-02&D-015629-03&D-015629-04	RYD5	147199	NM_145651	21717813	LOC100130477&LOC653486&LOC653486&SCGB1C1	LOC100130477&653486&LOC653486&147199	XM_001713759&NM_001097610&XM_001723174&NM_145651	4&4&4&3
49	F14	108	C07	M-015977-00	D-015977-01&D-015977-02&D-015977-03&D-015977-04	FLJ25124	148741	NM_144698	24432064	ANKRD35	148741	NM_144698	4
49	F15	107	C08	M-016885-00	D-016885-01&D-016885-02&D-016885-03&D-016885-04	STARD6	147323	NM_139171	21040260	STARD6	147323	NM_139171	4
49	F16	108	C08	M-018554-00	D-018554-01&D-018554-02&D-018554-03&D-018554-04	MGC16664	148753	NM_173509	34222229	C1orf76	148753	NM_173509	4
49	F17	107	C09	M-015948-00	D-015948-01&D-015948-02&D-015948-03&D-015948-04	C18ORF25	147339	NM_145055	21450813	C18orf25&LOC729141&LOC729141&LOC729141	147339&729141&LOC729141&731857	NM_001008239+NM_145055&XR_015463&XR_037518&XR_015632	4+4&1&1&1
49	F18	108	C09	M-027544-00	D-027544-01&D-027544-02&D-027544-03&D-027544-04	LOC148756	148756	XM_378921	42655871	NA	NA	NA	NA
49	F19	107	C10	M-015579-00	D-015579-01&D-015579-02&D-015579-03&D-015579-04	C18ORF23	147341	NM_152470	22748990	C18orf23	C18orf23	XR_041551+XR_041552+XR_041550	3+3+3
49	F20	108	C10	M-018560-00	D-018560-01&D-018560-02&D-018560-03&D-018560-04	DKFZP761N1114	148808	NM_181644	37059798	MFSD4	148808	NM_181644	4
49	F21	107	C11	M-023544-00	D-023544-01&D-023544-02&D-023544-03&D-023544-04	FLJ30681	147372	NM_133459	39930510	CCBE1	147372	NM_133459	4
49	F22	108	C11	M-016737-00	D-016737-01&D-016737-02&D-016737-03&D-016737-04	FLJ32569	148811	NM_152491	47458826	PM20D1	148811	NM_152491	4
49	F23	107	C12	M-018996-00	D-018996-01&D-018996-02&D-018996-03&D-018996-04	CBLN2	147381	NM_182511	40255263	CBLN2	147381	NM_182511	4
49	F24	108	C12	M-005106-00	D-005106-01&D-005106-02&D-005106-03&D-005106-04	LOC148823	148823	NM_145278	21687148	C1orf150	148823	NM_145278	4
49	G01	105	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	G02	106	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	G03	105	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	G04	106	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	G05	105	D03	M-018003-00	D-018003-01&D-018003-02&D-018003-03&D-018003-04	SYT9	143425	NM_175733	31342257	SYT9	143425	NM_175733	4
49	G06	106	D03	M-030513-00	D-030513-01&D-030513-02&D-030513-03&D-030513-04	LOC145814	145814	XM_372592	42660598	LOC145814	145814	NM_001102612	4
49	G07	105	D04	M-017778-00	D-017778-01&D-017778-02&D-017778-03&D-017778-04	LOC143458	143458	NM_174902	31341355	LDLRAD3	143458	NM_174902	4
49	G08	106	D04	M-030497-00	D-030497-01&D-030497-02&D-030497-03&D-030497-04	LOC145820	145820	XM_378546	42660584	NA	NA	NA	NA
49	G09	105	D05	M-015714-00	D-015714-01&D-015714-02&D-015714-03&D-015714-04	MGC26605	143471	NM_144662	21389548	PSMA8	143471	NM_144662+NM_001025096+NM_001025097	4+4+3
49	G10	106	D05	M-030417-00	D-030417-01&D-030417-02&D-030417-03&D-030417-04	LOC145837	145837	XM_370871	42660479	LOC145837	LOC145837	XR_040650+XR_040652+XR_040651	3+3+3
49	G11	105	D06	M-015874-00	D-015874-01&D-015874-02&D-015874-03&D-015874-04	NOV1	143501	NM_144663	21389542	C11orf40	143501	NM_144663	4
49	G12	106	D06	M-030388-00	D-030388-01&D-030388-02&D-030388-03&D-030388-04	LOC145845	145845	XM_378507	42660428	LOC145845	LOC145845	XR_040655+XR_040653+XR_040654	4+4+4
49	G13	105	D07	M-029916-00	D-029916-01&D-029916-02&D-029916-03&D-029916-04	XRRA1	143570	XM_374912	42659736	XRRA1	143570	NM_182969	3
49	G14	106	D07	M-015930-00	D-015930-01&D-015930-02&D-015930-03&D-015930-04	FLJ32831	145858	NM_153040	23308512	C15orf32	145858	NM_153040	4
49	G15	105	D08	M-016109-00	D-016109-01&D-016109-02&D-016109-03&D-016109-04	MGC20470	143630	NM_145053	40255084	UBQLNL	143630	NM_145053	3
49	G16	106	D08	M-019125-00	D-019125-01&D-019125-02&D-019125-03&D-019125-04	HAPLN3	145864	NM_178232	32455240	HAPLN3	145864	NM_178232	4
49	G17	105	D09	M-015614-00	D-015614-01&D-015614-02&D-015614-03&D-015614-04	MUC15	143662	NM_145650	40255097	MUC15	143662	NM_145650	4
49	G18	106	D09	M-022324-00	D-022324-01&D-022324-02&D-022324-03&D-022324-04	MESP2	145873	XM_085261	37540961	MESP2	145873	NM_001039958	4
49	G19	105	D10	M-015721-00	D-015721-01&D-015721-02&D-015721-03&D-015721-04	MGC33371	143684	NM_144664	46195786	FAM76B	143684	NM_144664	4
49	G20	106	D10	M-016378-00	D-016378-01&D-016378-02&D-016378-03&D-016378-04	MGC35118	145942	NM_152453	34303931	TMCO5	145942	NM_152453	4
49	G21	105	D11	M-018289-00	D-018289-01&D-018289-02&D-018289-03&D-018289-04	SESN3	143686	NM_144665	31377590	SESN3	143686	NM_144665	4
49	G22	106	D11	M-018499-00	D-018499-01&D-018499-02&D-018499-03&D-018499-04	MGC44294	145946	NM_173499	47564113	SPATA8	145946	NM_173499	4
49	G23	105	D12	M-004644-00	D-004644-01&D-004644-02&D-004644-03&D-004644-04	PIWIL4	143689	NM_152431	22748904	PIWIL4	143689	NM_152431	4
49	G24	106	D12	M-015692-00	D-015692-01&D-015692-02&D-015692-03&D-015692-04	NRG4	145957	NM_138573	20070379	NRG4	145957	NM_138573	4
49	H01	107	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	H02	108	D01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	H03	107	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	H04	108	D02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	H05	107	D03	M-031039-00	D-031039-01&D-031039-02&D-031039-03&D-031039-04	MCART2	147407	XM_084000	41207711	MCART2&MCART1&LOC442229&LOC442229	147407&92014&LOC442229&442229	NM_001034172&NM_033412&XR_041243+XR_041242&XR_000273	4&3&1+1&1
49	H06	108	D03	M-007528-00	D-007528-01&D-007528-02&D-007528-03&D-007528-04	SLC30A7	148867	NM_133496	40255008	SLC30A7	148867	NM_133496	4
49	H07	107	D04	M-017803-00	D-017803-01&D-017803-02&D-017803-03&D-017803-04	DSG4	147409	NM_177986	31342522	DSG4	147409	NM_177986	4
49	H08	108	D04	M-016738-00	D-016738-01&D-016738-02&D-016738-03&D-016738-04	FLJ32825	148870	NM_152492	22749024	CCDC27	148870	NM_152492	4
49	H09	107	D05	M-015580-00	D-015580-01&D-015580-02&D-015580-03&D-015580-04	C18ORF16	147429	NM_153010	30410025	C18orf16	C18orf16	XR_040525+XR_040526+XR_040524	4+4+4
49	H10	108	D05	M-031726-00	D-031726-01&D-031726-02&D-031726-03&D-031726-04	LOC148898	148898	NM_138479	42734382	C1orf213&ZNF436	148898&80818	NM_138479+NM_001008896&NM_001077195+NM_030634	4+1&3+0
49	H11	107	D06	M-018512-00	D-018512-01&D-018512-02&D-018512-03&D-018512-04	ANKRD29	147463	NM_173505	27735120	ANKRD29	147463	NM_173505	4
49	H12	108	D06	M-018573-00	D-018573-01&D-018573-02&D-018573-03&D-018573-04	FLJ32011	148930	NM_182516	32698869	KNCN	148930	NM_001097611	4
49	H13	107	D07	M-016399-00	D-016399-01&D-016399-02&D-016399-03&D-016399-04	APCDD1	147495	NM_153000	30387616	APCDD1	147495	NM_153000	4
49	H14	108	D07	M-016073-00	D-016073-01&D-016073-02&D-016073-03&D-016073-04	MOBKL2C	148932	NM_145279	41406058	MOBKL2C	148932	NM_145279+NM_201403	4+4
49	H15	107	D08	M-023794-00	D-023794-01&D-023794-02&D-023794-03&D-023794-04	LOC147645	147645	XM_085831	42661679	LOC147645&LOC147645	LOC147645&147645	XM_001718903&XM_085831+XM_937000	4&4+4
49	H16	108	D08	M-016995-00	D-016995-01&D-016995-02&D-016995-03&D-016995-04	FLJ36155	148979	NM_147193	22218342	GLIS1	148979	NM_147193	4
49	H17	107	D09	M-023796-00	D-023796-01&D-023796-02&D-023796-03&D-023796-04	LOC147646	147646	XM_085833	42661680	LOC147646&LOC147646	LOC147646&147646	XM_001726058&XM_001134195+XM_001134326	4&4+4
49	H18	108	D09	M-027496-00	D-027496-01&D-027496-02&D-027496-03&D-027496-04	KIAA1245	149013	XM_375783	42655801	LOC100132406	LOC100132406	XM_001722184	2
49	H19	107	D10	M-023802-00	D-023802-01&D-023802-02&D-023802-03&D-023802-04	LOC147650	147650	NM_207324	46409289	NA	NA	NA	NA
49	H20	108	D10	M-021878-00	D-021878-01&D-021878-02&D-021878-03&D-021878-04	KIAA2025	149041	XM_086409	42655860	RC3H1	149041	NM_172071	4
49	H21	107	D11	M-015806-00	D-015806-01&D-015806-02&D-015806-03&D-015806-04	MGC32104	147657	NM_144684	21389584	ZNF480	147657	NM_144684	4
49	H22	108	D11	M-016739-00	D-016739-01&D-016739-02&D-016739-03&D-016739-04	FLJ25476	149076	NM_152493	38570114	ZNF362	149076	NM_152493	4
49	H23	107	D12	M-015581-00	D-015581-01&D-015581-02&D-015581-03&D-015581-04	ZNF578	147660	NM_152472	22748994	ZNF578	147660	NM_001099694	4
49	H24	108	D12	M-021899-00	D-021899-01&D-021899-02&D-021899-03&D-021899-04	LOC149086	149086	XM_097580	42655887	LOC149086&LOC149086	LOC149086&149086	XR_041108+XR_041107&XR_017808	4+3&4
49	I01	105	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	I02	106	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	I03	105	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	I04	106	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	I05	105	E03	M-026507-00	D-026507-01&D-026507-02&D-026507-03&D-026507-04	FLJ32810	143872	XM_370651	42659575	FLJ32810&FLJ32810	143872&FLJ32810	XM_001127597&XM_001726122+XM_001725431	2&2+2
49	I06	106	E03	M-016754-00	D-016754-01&D-016754-02&D-016754-03&D-016754-04	FLJ31461	145978	NM_152454	22748952	TMEM83&TMEM83	145978&TMEM83	XR_017978+XR_017697&XR_040916	2+2&2
49	I07	105	E04	M-016974-00	D-016974-01&D-016974-02&D-016974-03&D-016974-04	KBTBD3	143879	NM_152433	38327515	KBTBD3	143879	NM_198439+NM_152433	4+4
49	I08	106	E04	M-018763-00	D-018763-01&D-018763-02&D-018763-03&D-018763-04	FLJ35867	146050	NM_152455	31542776	ZSCAN29	146050	NM_152455	4
49	I09	105	E05	M-016672-00	D-016672-01&D-016672-02&D-016672-03&D-016672-04	CWF19L2	143884	NM_152434	22748918	CWF19L2	143884	NM_152434	4
49	I10	106	E05	M-018502-00	D-018502-01&D-018502-02&D-018502-03&D-018502-04	LOC146174	146174	NM_173501	27735108	LOC730094&LOC730094&LOC730094	730593&LOC730094&730094	XM_001126460&XM_001724381&XM_001132387	4&2&2
49	I11	105	E06	M-015652-00	D-015652-01&D-015652-02&D-015652-03&D-015652-04	MGC33424	143888	NM_153705	33859778	KDELC2&LOC100127964	143888&LOC100127964	NM_153705&XM_001718907+XM_001718875+XM_001718732	3&1+1+1
49	I12	106	E06	M-030605-00	D-030605-01&D-030605-02&D-030605-03&D-030605-04	LOC146177	146177	XM_370944	42660736	VWA3A	146177	NM_173615	4
49	I13	105	E07	M-018470-00	D-018470-01&D-018470-02&D-018470-03&D-018470-04	LOC143903	143903	NM_178834	31343533	LAYN	143903	NM_178834	4
49	I14	106	E07	M-022578-00	D-022578-01&D-022578-02&D-022578-03&D-022578-04	ZFP90	146198	XM_085375	41206428	ZFP90	146198	NM_133458	3
49	I15	105	E08	M-026589-00	D-026589-01&D-026589-02&D-026589-03&D-026589-04	LOC144097	144097	NM_138471	39930522	LOC144097	144097	NM_138471	4
49	I16	106	E08	M-022592-00	D-022592-01&D-022592-02&D-022592-03&D-022592-04	LOC146206	146206	XM_085383	42660792	RLTPR	146206	NM_001013838	4
49	I17	105	E09	M-018008-00	D-018008-01&D-018008-02&D-018008-03&D-018008-04	LOC144100	144100	NM_175058	48675826	PLEKHA7	144100	NM_175058	4
49	I18	106	E09	M-030635-00	D-030635-01&D-030635-02&D-030635-03&D-030635-04	KCTD19	146212	XM_085367	42660790	KCTD19	146212	NM_001100915	4
49	I19	105	E10	M-016032-00	D-016032-01&D-016032-02&D-016032-03&D-016032-04	FAM10A5	144106	NM_153291	23463288	LOC729828&LOC344328&LOC645515&FAM10A7&LOC729828&FAM10A6&LOC729828&LOC344328&LOC645515&LOC645515&LOC100131961	LOC729828&344328&LOC645515&155019&732412&157530&729828&LOC344328&645515&731777&LOC100131961	XR_037941&XR_017370+XR_019373&XR_039410&NR_002198&XR_015905&NR_002199&XR_015671&XR_038996&XR_017588&XR_015950&XR_037139+XR_036983+XR_036984	1&1+1&1&1&1&1&1&1&1&1&1+1+1
49	I20	106	E10	M-010753-00	D-010753-01&D-010753-02&D-010753-03&D-010753-04	CKLFSF4	146223	NM_178818	31343534	CMTM4	146223	NM_178818+NM_181521	4+4
49	I21	105	E11	M-026785-00	D-026785-01&D-026785-02&D-026785-03&D-026785-04	FLJ39441	144108	NM_194285	39930546	SPTY2D1	144108	NM_194285	4
49	I22	106	E11	M-010754-00	D-010754-01&D-010754-02&D-010754-03&D-010754-04	CKLFSF2	146225	NM_144673	31563435	CMTM2	146225	NM_144673	4
49	I23	105	E12	M-016796-00	D-016796-01&D-016796-02&D-016796-03&D-016796-04	FLJ90119	144110	NM_153347	23503274	TMEM86A	144110	NM_153347	4
49	I24	106	E12	M-022571-00	D-022571-01&D-022571-02&D-022571-03&D-022571-04	BEAN	146227	XM_375359	42660783	BEAN	BEAN	XM_001719451+XM_001717857+XM_001723219	4+4+4
49	J01	107	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	J02	108	E01	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	J03	107	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	J04	108	E02	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	J05	107	E03	M-015582-00	D-015582-01&D-015582-02&D-015582-03&D-015582-04	FLJ32214	147664	NM_152473	22748988	NA	NA	NA	NA
49	J06	108	E03	M-016740-00	D-016740-01&D-016740-02&D-016740-03&D-016740-04	DCST1	149095	NM_152494	22749028	DCST1	149095	NM_152494	4
49	J07	107	E04	M-023826-00	D-023826-01&D-023826-02&D-023826-03&D-023826-04	LOC147670	147670	XM_097265	37552028	LOC147670	LOC147670	XM_001718506+XM_001719187+XM_001718473	4+4+4
49	J08	108	E04	M-016950-00	D-016950-01&D-016950-02&D-016950-03&D-016950-04	CNIH3	149111	NM_152495	22749038	CNIH3	149111	NM_152495	4
49	J09	107	E05	M-016200-00	D-016200-01&D-016200-02&D-016200-03&D-016200-04	C19ORF18	147685	NM_152474	34303933	C19orf18	147685	NM_152474	4
49	J10	108	E05	M-027627-00	D-027627-01&D-027627-02&D-027627-03&D-027627-04	LOC149134	149134	NM_207326	46409293	LOC149134	LOC149134	XR_040998+XR_040996+XR_040997	4+4+4
49	J11	107	E06	M-023835-00	D-023835-01&D-023835-02&D-023835-03&D-023835-04	KIAA1956	147686	XM_085836	42661736	ZNF418	147686	NM_133460	4
49	J12	108	E06	M-016951-00	D-016951-01&D-016951-02&D-016951-03&D-016951-04	FLJ31434	149175	NM_152496	22749032	MANEAL	149175	NM_152496+NM_001031740	4+3
49	J13	107	E07	M-016201-00	D-016201-01&D-016201-02&D-016201-03&D-016201-04	MGC34079	147687	NM_152475	22748992	ZNF417&ZNF587	147687&84914	NM_152475&NM_032828	4&3
49	J14	108	E07	M-022094-00	D-022094-01&D-022094-02&D-022094-03&D-022094-04	C1ORF40	149345	NM_198149	39930574	TMEM58	149345	NM_198149	4
